Page Name,Page category,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total Non-Like,Love,Care,Wow,Haha,Sad,Angry,Neg1,Neg2,Negative,Positive,Total Interactions,Overperforming Score,Type,Link,Content,Message,Post Created
Kementerian Pendidikan dan Kebudayaan RI,Official Page,1135,167,402,44,2,1,0,0,0,47,9.40E-01,0.00E+00,4.00E-02,2.00E-02,0.00E+00,0.00E+00,0.00E+00,6.00E-02,6.00E-02,9.40E-01,2.73E+00,5.87E+01,Native Video,https://www.facebook.com/watch/?v=667353400787285,Belajar di rumah,"#SahabatDikbud,
 Mendikbud Nadiem Makarim menjelaskan sebesar 94% dari peserta didik 
tidak diperkenankan untuk melakukan pembelajaran tatap muka, jadi masih 
belajar dari rumah. Sedangkan sebesar 6% peserta didik di zona hijau 
diperbolehkan untuk melakukan pembelajaran tatap muka dengan protokol 
kesehatan yang ketat, jelas Mendikbud dalam pengumuman keputusan bersama
 ""Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun 
Akademik Baru di Masa Pandemi Covid-19"" secara daring, pada Senin 
(15/6/2020).

Yuk, simak penjelasan selengkapnya pada YouTube KEMENDIKBUD RI! Untuk 
Panduan Penyelenggaraan Pembelajaran pada Tahun Ajaran dan Tahun 
Akademik Baru di Masa Covid-19, dapat diunduh di laman kemdikbud.go.id 
atau klik tautan pada bio! 👍😊

#MerdekaBelajar #TahunAjaran2020 #TahunAkademikBaru2020",2020-04-12 09:41:18 EDT
Kompas.com,Portal Berita,2897,119,3892,117,2,1,3,0,0,123,9.50E-01,0.00E+00,2.00E-02,1.00E-02,2.00E-02,0.00E+00,2.00E-02,3.00E-02,5.00E-02,9.50E-01,3.01E+00,1.15E+01,Native Video,https://www.facebook.com/177732508945656/posts/3145084525543758,UN 2020 ditiadakan,"Menteri Pendidikan dan Kebudayaan (Mendikbud) resmi membatalkan Ujian Nasional (UN) untuk tingkat SD, SMP, dan SMA.Baca selengkapnya di https://www.kompas.tv/.../sah-ujian-nasional-2020-resmi...",2020-03-15 23:16:54 EDT
Tribun News,Portal Berita,127,22,13,0,1,1,0,0,0,2,0.00E+00,0.00E+00,5.00E-01,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,3.10E+00,4.31E+01,Link,https://www.facebook.com/357595679961/posts/10159228340119962,UN 2021 ditiadakan,"UJIAN NASIONAL 2021 DIBATALKAN? INI SKEMA BARU YANG AKAN GANTIKAN UNMenteri Pendidikan dan Kebudayaan, Nadiem Makarim manyatakan Ujian Nasional (UN) 2021 ditiadakan.",2021-02-04 18:12:00 EST
Kompas.com,Portal Berita,17,5,6,0,0,3,0,0,0,3,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,2.50E+00,3.13E+01,Link,https://www.facebook.com/Portal Berita/posts/10159225993594962,UN 2021 ditiadakan,,2021-02-04 01:18:15 EST
detik.com,Portal Berita,179,9,33,0,2,5,0,1,0,8,0.00E+00,0.00E+00,2.50E-01,6.30E-01,0.00E+00,1.30E-01,1.30E-01,8.80E-01,1.01E+00,0.00E+00,2.21E+00,-6.93E+00,Link,https://www.facebook.com/374777242078/posts/10160213344847079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-05 15:51:43 EST
Tribun News,Portal Berita,17,5,5,0,0,3,0,0,0,3,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.49E+00,-2.67E+01,Link,https://www.facebook.com/357595679961/posts/10159225993594962,UN 2021 ditiadakan,"SAH! UJIAN NASIONAL 2021 DITIADAKANMenteri Pendidikan dan Kebudayaan, Nadiem Makarim menyampaikan Ujian Nasional (UN) 2021 ditiadakan.Kebijakan tersebut tertuang dalam surat edaran Nomor 1 Tahun 2021 tentang peniadaan UN 2021.UN 2021 ditiadakan untuk mencegah penularan Covid-19.",2021-02-04 01:18:15 EST
Detik.com,Portal Berita,21,0,1,0,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.38E+00,4.35E+01,Link,https://www.facebook.com/374777242078/posts/10160223918762079,UN 2021 ditiadakan,Pemerintah memutuskan meniadakan UN 2021 karena pandemi COVID-19. Berikut aturan Penerimaan Peserta Didik Baru atau PPDB 2021.,2021-02-08 19:10:37 EST
Detik.com,Portal Berita,111,3,6,0,0,3,0,0,0,3,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,2.09E+00,2.48E+01,Link,https://www.facebook.com/374777242078/posts/10160210387732079,UN 2021 ditiadakan,Ujian Nasional (UN) 2021 resmi ditiadakan. Pemerintah pun telah mengeluarkan Surat Edaran yang ditandatangani Mendikbud Nadiem Makarim pada 1 Februari 2021.,2021-02-04 20:29:31 EST
Liputan6,Portal Berita,1798,1081,266,19,53,266,24,15,7,384,5.00E-02,2.00E-02,1.40E-01,6.90E-01,6.00E-02,4.00E-02,1.00E-01,8.30E-01,9.30E-01,7.00E-02,3.08E+00,6.01E+00,Link,https://www.facebook.com/143840239716746/posts/680791972688234,UN 2021 ditiadakan,HORE!!!! Presiden Joko Widodo secara resmi memutuskan untuk menghapus Ujian Nasional (UN) 2020. #KAMUHARUSTAU,2021-02-04 03:20:07 EST
Viva.co.id,Portal Berita,454,207,140,5,22,56,7,2,2,94,5.00E-02,2.00E-02,2.30E-01,6.00E-01,7.00E-02,2.00E-02,9.00E-02,8.30E-01,9.20E-01,7.00E-02,1.77E+00,4.18E+01,Link,https://www.facebook.com/278014150178/posts/10163781599865179,UN 2021 ditiadakan,Ketua Komisi X: Ujian Nasional 2020 Ditiadakan,2021-02-04 08:00:50 EST
Liputan6,Portal Berita,204,67,23,0,7,10,4,0,2,23,0.00E+00,9.00E-02,3.00E-01,4.30E-01,1.70E-01,0.00E+00,1.70E-01,7.30E-01,9.00E-01,9.00E-02,2.95E+00,-4.50E+01,Link,https://www.facebook.com/36786411434/posts/10159562879116435,UN 2021 ditiadakan,"Pandemi Covid-19, Mendikbud Kembali Tiadakan Ujian Nasional 2021",2021-02-04 06:55:22 EST
Liputan6,Portal Berita,226,84,19,4,2,9,3,0,0,18,2.20E-01,0.00E+00,1.10E-01,5.00E-01,1.70E-01,0.00E+00,1.70E-01,6.10E-01,7.80E-01,2.20E-01,2.42E+00,-1.34E+00,Link,https://www.facebook.com/36786411434/posts/10159562879116435,UN 2021 ditiadakan,"Pandemi Covid-19, Mendikbud Kembali Tiadakan Ujian Nasional 2021",2021-02-05 05:20:21 EST
detik.com,Portal Berita,179,9,32,0,2,5,0,1,0,8,0.00E+00,0.00E+00,2.50E-01,6.30E-01,0.00E+00,1.30E-01,1.30E-01,8.80E-01,1.01E+00,0.00E+00,2.36E+00,-1.06E+01,Link,https://www.facebook.com/374777242078/posts/10160213344847079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-05 15:51:43 EST
Tribun News,Portal Berita,1791,1080,256,19,53,265,24,15,7,383,5.00E-02,2.00E-02,1.40E-01,6.90E-01,6.00E-02,4.00E-02,1.00E-01,8.30E-01,9.30E-01,7.00E-02,6.54E-01,-2.39E+01,Link,https://www.facebook.com/36786411434/posts/10159562415741435,UN 2021 ditiadakan,Ujian Nasional (UN) dan ujian kesetaraan pada 2021 ditiadakan.,2021-02-04 03:20:07 EST
Portal Berita.com,Portal Berita,659,373,133,7,5,14,6,1,3,36,1.90E-01,8.00E-02,1.40E-01,3.90E-01,1.70E-01,3.00E-02,2.00E-01,5.30E-01,7.30E-01,2.80E-01,2.22E+00,7.33E+00,Link,https://www.facebook.com/357595679961/posts/10159226848139962,UN 2021 ditiadakan,"UJIAN NASIONAL 2021 DITIADAKAN, MENDIKBUD KELUARKAN SURAT EDARANUjian akan dilaksanakan dalam bentuk seperti Portofolio berupa evaluasi atas nilai rapor..",2021-02-04 07:45:23 EST
Okezone.com,Portal Berita,452,205,131,5,21,55,7,2,2,92,5.00E-02,2.00E-02,2.30E-01,6.00E-01,8.00E-02,2.00E-02,1.00E-01,8.30E-01,9.30E-01,8.00E-02,2.94E+00,5.00E+01,Link,https://www.facebook.com/221887531226639/posts/3809180249163998,UN 2021 ditiadakan,"Gimana nih adik-adik happy atau sedih?.Pelaksanaan Ujian Nasional 2021 ditiadakan. Hal ini disampaikan Mendikbud Nadiem Anwar Makarim dalam surat edarannya.Surat edaran peniadaan UN 2021 derikut dengan petunjuk ujian, kelulusan hingga ketentuan penerimaan peserta didik baru (PPDB)Surat Edaran Mendikbud No 1/2021 tentang Peniadaan Ujian Nasional dan Ujian Kesetaraan serta Pelaksanaan Ujian Sekolah dalam Masa Darurat Penyebaran Covid-19 tertanggal 1 Februari 2021..Surat tersebut menulis, berkenaan dengan penyebaran Covid-19 yang semakin meningkat maka perlu dilakukan langkah responsif yang mengutamakan keselamatan dan kesehatan lahir dan batin peserta didik, pendidik dan tenaga kependidikan.Sehubungan dengan hal tersebut, bersama ini disampaikan bahwa :1. UN dan ujian kesetaraan tahun 2021 ditiadakan.2. Dengan ditiadakannya UN dan ujian kesetaraan tahun 2021, maka UN dan ujian kesetaraan tidak menjadi syarat kelulusan atau seleksi masuk ke jenjang pendidikan yang lebih tinggi.3. Peserta didik dinyatakan lulus dari satuan/program pendidikan setelah :a). Menyelesaikan program pembelajaran di masa pandemi Covid-19 yang dibuktikan dengan rapor tiap semester.b). Memperoleh nilai sikap/perilaku minimal baikc). mengikuti ujian yang diselenggarakan oleh satuan pendidikan.Klik Link di Bio untuk baca berita okezone.com selengkapnya#LengkapCepatBeritanya#BacaOkezonediRumahAja#Okezonecom",2021-02-04 08:00:50 EST
Detik.com,Portal Berita,608,151,227,5,6,15,0,1,0,27,1.90E-01,0.00E+00,2.20E-01,5.60E-01,0.00E+00,4.00E-02,4.00E-02,7.80E-01,8.20E-01,1.90E-01,3.03E-01,2.83E+01,Link,https://www.facebook.com/374777242078/posts/10160207609862079,UN 2021 ditiadakan,Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-04 01:46:50 EST
TV One,Portal Berita,682,320,178,7,10,32,14,3,0,66,1.10E-01,0.00E+00,1.50E-01,4.80E-01,2.10E-01,5.00E-02,2.60E-01,6.30E-01,8.90E-01,1.10E-01,3.52E-01,6.04E+00,Link,https://www.facebook.com/284251334961090/posts/4091257030927149,UN 2021 ditiadakan,"Menteri Pendidikan dan Kebudayaan Republik Indonesia telah mengeluarkan surat edaran Nomor 1 Tahun 2021 tentang peniadaan ujian nasional dan ujian kesetaraan pelaksanaan ujian sekolah dalam masa darurat penyebaran corona virus disease (COVID-19). Surat itu ditandatangani oleh Mendikbud Nadiem Anwar Makarim pada 1 Februari 2021 di Jakarta.Dalam isi surat edaran itu disebutkan, berkenaan dengan penyebaran COVID-19 yang semakin meningkat, maka perlu dilakukan langkah responsif yang mengutamakan keselamatan dan kesehatan lahir dan batin peserta didik, pendidik, dan tenaga kependidikan.Dengan ditiadakannya UN dan ujian kesetaraan tahun 2021 sebagaimana dimaksud pada angka 1, maka UN dan ujian kesetaraan tidak menjadi syarat kelulusan atau seleksi masuk ke jenjang pendidikan yang lebih lebih tinggi.""Sehubungan hal tersebut, bersamaan dengan itu Ujian Nasional dan ujian kesetaraan tahun 2021 ditiadakan,"" bunyi surat edaran tersebut.1. Menyelesaikaan Program pembelajaran di masa pandemi COVID-19 yang dibuktikan dengan rapor tiap semester.2. Memperoleh nilai sikap atau prilaku minimal baik.Baca selengkapnya di viva.co.idSumber: @vivacoid------------------#NewsOne #UNDitiadakan #UN2021 #SyaratKelulusan #Mendikbud #NadiemMakarim",2021-02-04 22:37:53 EST
MERDEKA.com,Portal Berita,943,0,3,2,0,2,0,0,0,4,5.00E-01,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,5.00E-01,5.00E-01,5.00E-01,2.56E+00,1.32E+01,Link,https://www.facebook.com/324658284241923/posts/5626285720745793,UN 2021 ditiadakan,"Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim meniadakan Ujian Nasional (UN) dan ujian kesetaraan serta ujian sekolah di 2021. Hal ini tertuang melalui Surat Edaran (SE) Mendikbud Nomor 1 Tahun 2021 tentang Peniadaan Ujian Nasional dan Ujian Kesetaraan Peserta Pelaksanaan Ujian Sekolah dalam Masa Darurat Penyebaran Covid-19.""Berkenaan dengan penyebaran Corona Virus Disease (Covid-19) yang semakin meningkat maka perlu dilakukan langkah responsif yang mengutamakan keselamatan dan kesehatan lahir dan batin peserta didik, pendidik, dan tenaga kependidikan,"" bunyi SE yang diteken Nadiem pada 1 Februari 2021 itu.Dengan peniadaan ini, maka UN serta ujian kesetaraan tak menjadi syarat kelulusan siswa atau seleksi masuk perguruan tinggi pada tahun ajaran ini.Kelulusan ditentukan oleh rapor serta perilaku baik dan ujian sekolah yang diubah konsepnya.""Peserta didik dinyatakan lulus dari satuan/program pendidikan setelah menyelesaikan program pembelajaran di masa pandemi COVID-19 yang dibuktikan dengan rapor tiap semester; memperoleh nilai sikap/perilaku minimal baik, dan c. mengikuti ujian yang diselenggarakan oleh satuan pendidikan,"" sebut aturan itu.Ujian sekolah tersebut dilaksanakan dalam bentuk portofolio berupa evaluasi atas nilai rapor, nilai sikap/perilaku, dan prestasi yang diperoleh sebelumnya (penghargaan, hasil perlombaan dan sebagainya).Penentuan kelulusan juga bisa dari penugasan serta tes secara luring atau daring, dan/atau bentuk kegiatan penilaian lain yang ditetapkan oleh satuan pendidikan.--#MDKNews #News #Merdekadotcom #MenteriPendidikandanKebudayaan #NadiemMakarim #KelulusanTahun2021 #UN2021Ditiadakan #SEMendikbud #Seman9atIndonesia #MerdekaBisaBerkarya #SosokMerdeka #mdkty",2021-02-04 22:08:03 EST
Liputan6,Portal Berita,237,84,17,4,2,9,3,0,0,18,2.20E-01,0.00E+00,1.10E-01,5.00E-01,1.70E-01,0.00E+00,1.70E-01,6.10E-01,7.80E-01,2.20E-01,2.55E+00,-4.16E+01,Link,https://www.facebook.com/36786411434/posts/10159565668851435,UN 2021 ditiadakan,Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim meniadakan Ujian Nasional (UN) dan ujian kesetaraan pada 2021.,2021-02-05 05:20:21 EST
detik.com,Portal Berita,78,14,8,0,2,4,3,0,0,9,0.00E+00,0.00E+00,2.20E-01,4.40E-01,3.30E-01,0.00E+00,3.30E-01,6.60E-01,9.90E-01,0.00E+00,2.04E+00,-1.88E+01,Link,https://www.facebook.com/374777242078/posts/10160212568237079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-05 10:51:15 EST
Liputan6,Portal Berita,204,67,23,0,7,10,4,0,2,23,0.00E+00,9.00E-02,3.00E-01,4.30E-01,1.70E-01,0.00E+00,1.70E-01,7.30E-01,9.00E-01,9.00E-02,2.50E+00,3.11E+01,Link,https://www.facebook.com/36786411434/posts/10159562879116435,UN 2021 ditiadakan,"Pandemi Covid-19, Mendikbud Kembali Tiadakan Ujian Nasional 2021",2021-02-04 06:55:22 EST
Tribun News,Portal Berita,659,372,126,7,5,14,6,1,3,36,1.90E-01,8.00E-02,1.40E-01,3.90E-01,1.70E-01,3.00E-02,2.00E-01,5.30E-01,7.30E-01,2.80E-01,3.40E-01,6.13E+01,Link,https://www.facebook.com/357595679961/posts/10159226848139962,UN 2021 ditiadakan,"UJIAN NASIONAL 2021 DITIADAKAN, MENDIKBUD KELUARKAN SURAT EDARANUjian akan dilaksanakan dalam bentuk seperti Portofolio berupa evaluasi atas nilai rapor..",2021-02-04 07:45:23 EST
Tribun News,Portal Berita,15,4,0,0,2,1,0,0,0,3,0.00E+00,0.00E+00,6.70E-01,3.30E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.36E+00,1.65E+01,Link,https://www.facebook.com/374777242078/posts/10160208552387079,UN 2021 ditiadakan,Pemerintah memutuskan Ujian Nasional (UN) 2021 ditiadakan karena penyebaran COVID-19 yang semakin meningkat. Ini tanggapan PGRI Jatim?,2021-02-04 09:36:59 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,1686,134,1685,38,5,7,3,1,4,58,6.60E-01,7.00E-02,9.00E-02,1.20E-01,5.00E-02,2.00E-02,7.00E-02,2.10E-01,2.80E-01,7.20E-01,3.55E+00,-5.80E+01,Photo,https://www.facebook.com/119573194818796/posts/3553745038068244,UN 2021 ditiadakan,[Pengumuman] SE Mendikbud tentang Peniadaan UN 2021#SahabatDikbud dapat membaca selengkapnya di https://www.kemdikbud.go.id/.../se-mendikbud-tentang...#MerdekaBelajar #BersamaHadapiKorona,2021-02-03 21:45:01 EST
VIVA.co.id,Portal Berita,457,55,558,10,35,8,2,0,0,55,1.80E-01,0.00E+00,6.40E-01,1.50E-01,4.00E-02,0.00E+00,4.00E-02,7.90E-01,8.30E-01,1.80E-01,3.28E-01,-1.69E+01,Link,https://www.facebook.com/278014150178/posts/10163781599865179,UN 2021 ditiadakan,Ketua Komisi X: Ujian Nasional 2020 Ditiadakan,2020-03-23 19:40:03 EDT
MERDEKA.com,Portal Berita,195,10,24,0,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,3.11E+00,-5.21E+01,Photo,https://www.facebook.com/324658284241923/posts/5626285720745793,UN 2020 ditiadakan,"Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim meniadakan Ujian Nasional (UN) dan ujian kesetaraan serta ujian sekolah di 2021. Hal ini tertuang melalui Surat Edaran (SE) Mendikbud Nomor 1 Tahun 2021 tentang Peniadaan Ujian Nasional dan Ujian Kesetaraan Peserta Pelaksanaan Ujian Sekolah dalam Masa Darurat Penyebaran Covid-19.""Berkenaan dengan penyebaran Corona Virus Disease (Covid-19) yang semakin meningkat maka perlu dilakukan langkah responsif yang mengutamakan keselamatan dan kesehatan lahir dan batin peserta didik, pendidik, dan tenaga kependidikan,"" bunyi SE yang diteken Nadiem pada 1 Februari 2021 itu.Dengan peniadaan ini, maka UN serta ujian kesetaraan tak menjadi syarat kelulusan siswa atau seleksi masuk perguruan tinggi pada tahun ajaran ini.Kelulusan ditentukan oleh rapor serta perilaku baik dan ujian sekolah yang diubah konsepnya.""Peserta didik dinyatakan lulus dari satuan/program pendidikan setelah menyelesaikan program pembelajaran di masa pandemi COVID-19 yang dibuktikan dengan rapor tiap semester; memperoleh nilai sikap/perilaku minimal baik, dan c. mengikuti ujian yang diselenggarakan oleh satuan pendidikan,"" sebut aturan itu.Ujian sekolah tersebut dilaksanakan dalam bentuk portofolio berupa evaluasi atas nilai rapor, nilai sikap/perilaku, dan prestasi yang diperoleh sebelumnya (penghargaan, hasil perlombaan dan sebagainya).Penentuan kelulusan juga bisa dari penugasan serta tes secara luring atau daring, dan/atau bentuk kegiatan penilaian lain yang ditetapkan oleh satuan pendidikan.--#MDKNews #News #Merdekadotcom #MenteriPendidikandanKebudayaan #NadiemMakarim #KelulusanTahun2021 #UN2021Ditiadakan #SEMendikbud #Seman9atIndonesia #MerdekaBisaBerkarya #SosokMerdeka #mdkty",2020-03-24 03:40:18 EDT
CNN news,Portal Berita,469,6,7,0,0,3,2,0,0,5,0.00E+00,0.00E+00,0.00E+00,6.00E-01,4.00E-01,0.00E+00,4.00E-01,6.00E-01,1.00E+00,0.00E+00,2.54E+00,4.23E+01,Photo,https://www.facebook.com/695605000462574/posts/3559456367410742,Kouta internet gratis,"#CNNIndonesia Kuota internet jadi salah satu hal yang dikeluhkan di tengah metode PJJ. Mendikbud Nadiem Makarim pun menyatakan sudah menyiapkan anggaran sebesar Rp7,2 triliun untuk subsidi kuota internet bagi pelajar dan pengajar. Berikut rinciannya: https://bit.ly/3lxXccD",2020-10-27 05:01:10 EDT
Tempo Media,Portal Berita,195,10,24,0,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,2.36E+00,3.49E+01,Link,https://www.facebook.com/160355148441/posts/10158470043963442,UN 2020 ditiadakan,Pemerintah telah memutuskan meniadakan Ujian Nasional 2020 karena pandemi virus corona.,2020-03-24 03:40:18 EDT
Liputan6,Portal Berita,283,13,201,1,4,0,1,0,0,6,1.70E-01,0.00E+00,6.70E-01,0.00E+00,1.70E-01,0.00E+00,1.70E-01,6.70E-01,8.40E-01,1.70E-01,2.40E+00,9.10E-01,Link,https://www.facebook.com/36786411434/posts/10158558749441435,UN 2020 ditiadakan,Anies Baswedan mengatakan sudah berkoordinasi dengan pihak Kementerian Pendidikan dan Kebudayaan,2020-03-23 21:29:04 EDT
VIVA.co.id,Portal Berita,460,55,560,10,36,8,2,0,0,56,1.80E-01,0.00E+00,6.40E-01,1.40E-01,4.00E-02,0.00E+00,4.00E-02,7.80E-01,8.20E-01,1.80E-01,3.09E+00,-1.64E+01,Link,https://www.facebook.com/278014150178/posts/10163781599865179,UN 2020 ditiadakan,Ketua Komisi X: Ujian Nasional 2020 Ditiadakan,2020-03-23 19:40:03 EDT
Liputan6,Portal Berita,360,22,2,2,3,0,6,0,0,11,1.80E-01,0.00E+00,2.70E-01,0.00E+00,5.50E-01,0.00E+00,5.50E-01,2.70E-01,8.20E-01,1.80E-01,2.44E+00,6.16E+00,Link,https://www.facebook.com/374777242078/posts/10159046901657079,UN 2020 ditiadakan,Ujian Nasional (UN) 2020 resmi dihapus mengantisipasi penyebaran virus corona COVID-19. Penghapusan UN dilakukan setahun lebih cepat.,2020-03-27 01:15:50 EDT
kumparan,Portal Berita,583,29,501,10,24,4,6,0,0,44,2.30E-01,0.00E+00,5.50E-01,9.00E-02,1.40E-01,0.00E+00,1.40E-01,6.40E-01,7.80E-01,2.30E-01,2.72E+00,2.67E+01,Link,https://www.facebook.com/1924315711129121/posts/3048881008672580,UN 2020 ditiadakan,"Resmi, Presiden Jokowi memutuskan meniadakan Ujian Nasional (UN) 2020 karena wabah corona. #kumpmaranNews",2020-03-24 01:40:05 EDT
Indozone.id,Portal Berita,1177,88,605,7,5,3,4,0,0,19,3.70E-01,0.00E+00,2.60E-01,1.60E-01,2.10E-01,0.00E+00,2.10E-01,4.20E-01,6.30E-01,3.70E-01,3.10E+00,9.56E+00,Link,https://www.facebook.com/Portal Berita/posts/680791972688234,UN 2020 ditiadakan,,2020-03-24 01:56:30 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,447,108,1121,32,12,0,36,0,7,87,3.70E-01,8.00E-02,1.40E-01,0.00E+00,4.10E-01,0.00E+00,4.10E-01,1.40E-01,5.50E-01,4.50E-01,3.48E+00,-1.96E+01,Native Video,https://www.facebook.com/119573194818796/posts/2984949128281174,"Pembelajaran tatap muka untuk, zona hijau","Prosedur Persiapan Sekolah#SahabatDikbud, terdapat beberapa tugas Kepala Sekolah dalam mempersiapkan sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis ya, #SahabatDikbud. Apa saja ya tugas-tugasnya? Simak videonya untuk informasi selengkapnya! #SahabatDikbud, mari jaga bersama seluruh warga sekolah selalu sehat dan selamat! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-05-31 03:00:28 EDT
detik.com,Portal Berita,7367,475,6514,150,92,25,22,0,0,289,5.20E-01,0.00E+00,3.20E-01,9.00E-02,8.00E-02,0.00E+00,8.00E-02,4.10E-01,4.90E-01,5.20E-01,2.22E+00,7.17E+01,Photo,https://www.facebook.com/374777242078/posts/10159043167797079,UN 2020 ditiadakan,Mendikbud Nadiem Makarim menyebut peniadaan Ujian Nasional 2020 karena faktor risiko kesehatan yang besar di tengah wabah COVID-19. Nadiem menyebut sekolah masih bisa menggelar Ujian Sekolah (US). #UN #UNBK,2020-03-24 01:49:03 EDT
detik.com,Portal Berita,621,18,859,9,8,0,0,0,0,17,5.30E-01,0.00E+00,4.70E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.70E-01,4.70E-01,5.30E-01,3.52E+00,3.27E+01,Photo,https://www.facebook.com/374777242078/posts/10159613427917079,UN 2020 ditiadakan,#Foto Siswa SD mengikuti pelajaran tatap muka di teras rumah guru di Tangsel. Hal itu dilakukan karena siswa kesulitan menguasai materi pelajaran saat belajar online. Begini momennya: #BelajarDaring #SekolahFoto: Ari Saputra/detikcom,2020-03-23 22:11:07 EDT
TV One,Portal Berita,1049,7,496,5,3,0,0,0,0,8,6.30E-01,0.00E+00,3.80E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.80E-01,3.80E-01,6.30E-01,2.14E+00,9.66E+00,Photo,https://www.facebook.com/284251334961090/posts/3131168196936042,Belajar di rumah,"Antisipasi Corona Presiden imbau rakyat bekerja, belajar, beribadat di rumah.Saksikan Kabar Petang jam 16.30 WIB bersama Sofyan dan Seera hanya di tvOne & streaming di tvOnenews.com/live #KabarPetangtvOne",2020-03-24 11:43:39 EDT
Metro Tv,Portal Berita,1318,74,367,18,2,7,1,0,0,28,6.40E-01,0.00E+00,7.00E-02,2.50E-01,4.00E-02,0.00E+00,4.00E-02,3.20E-01,3.60E-01,6.40E-01,2.58E+00,6.08E+00,Photo,https://www.facebook.com/156483584365269/posts/3894544957225761,"pembelajaran tatap muka untuk, zona hijau","Kemendikbud telah mengeluarkan pedoman kurikulum darurat Covid-19 untuk proses pembelajaran yang lebih efektif di saat pandemi Covid-19. Lalu bagaimana mekanisme pembukaan sekolah di zona hijau - kuning? Dan bagaimana implementasi kurikulum dararut yang baru diluncurkan? #PrimeTalkMetroTV akan mengulasnya dalam episode ""Sekolah Dibuka di Zona Hijau-Kuning"" malam ini pukul 19.05 WIB.#METROTV #KNOWLEDGETOELEVATE #mendikbud #NadiemMakarie",2020-03-24 03:25:05 EDT
CNN news,Portal Berita,364,26,63,7,1,0,3,0,0,11,6.40E-01,0.00E+00,9.00E-02,0.00E+00,2.70E-01,0.00E+00,2.70E-01,9.00E-02,3.60E-01,6.40E-01,2.25E+00,4.39E+01,Photo,https://www.facebook.com/695605000462574/posts/3559454074077638,Kouta internet gratis,"#CNNIndonesia Kuota internet jadi salah satu hal yang dikeluhkan di tengah metode PJJ. Mendikbud Nadiem Makarim pun menyatakan sudah menyiapkan anggaran sebesar Rp7,2 triliun untuk subsidi kuota internet bagi pelajar dan pengajar. Berikut rinciannya: https://bit.ly/3lxXccD",2020-03-24 07:11:08 EDT
