Page Name,Page category,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total Non-Like,Love_1,Care_2,Wow_3,Haha_4,Sad_5,Angry_6,Slightly Negative Avg,Weighted Sligtly negative,Slightly Negative Percentage,Mostly Negative Percentage,Mostly negative average,Weighted mostly Negative,Negative,Positive percentage,Positive AVG,Positive,Sentiment Index,Total Interactions,Overperforming Score,Type,Link,Content,Message,Post Created
Kementerian Pendidikan dan Kebudayaan RI,Official Page,460,107,136,6,1,1,0,1,1,10,600%,100%,100%,100%,0%,100%,1,1.5,100%,200%,100%,2.25,4,700.00%,350%,8.75,0.65,281,4820,Link,https://www.facebook.com/Official Page/posts/3479060008870081,Kouta internet gratis,"#SahabatDikbud, untuk memudahkan tersedianya informasi bagi guru, siswa, mahasiswa, dan dosen, tentang bantuan kuota data internet 2020, Kementerian Pendidikan dan Kebudayaan telah menyiapkan daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar, yang dapat diakses melalui laman https://kuota-belajar.kemdikbud.go.id/.Kepala Biro Kerja Sama dan Hubungan Masyarakat, Kemendikbud, Evy Mulyani menyatakan bahwa daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar tersebut juga dimaksudkan untuk mengantisipasi kekhawatiran kuota data internet disalahgunakan. Evy menambahkan bahwa daftar tersebut juga memuat aplikasi dan video conference yang utama dan secara umum banyak sekali digunakan dalam Pembelajan Jarak Jauh (PJJ) sehingga diyakini memadai untuk pemenuhan kebutuhan PJJ.Baca selengkapnya di https://www.kemdikbud.go.id/.../kemendikbud-siapkan...#merdekabelajar #belajardarirumah #bersamahadapikorona",2021-01-06 05:21:18 EST
VIVA.co.id,Portal Berita,460,55,560,10,36,8,2,0,0,56,1000%,0%,3600%,800%,200%,0%,22,33,3800%,1000%,400%,9,43,1000.00%,500%,12.5,1.31,309,-1640,Link,https://www.facebook.com/278014150178/posts/10163781599865179,UN 2020 ditiadakan,Ketua Komisi X: Ujian Nasional 2020 Ditiadakan,2020-03-24 19:40:03 EDT
VIVA.co.id,Portal Berita,457,55,558,10,35,8,2,0,0,55,1000%,0%,3500%,800%,200%,0%,21.5,32.25,3700%,1000%,400%,9,42.25,1000.00%,500%,12.5,0.64,32.8,-1690,Link,https://www.facebook.com/278014150178/posts/10163781599865179,UN 2020 ditiadakan,Ketua Komisi X: Ujian Nasional 2020 Ditiadakan,2020-03-24 19:40:03 EDT
Viva.co.id,Portal Berita,454,207,140,5,22,56,7,2,2,94,500%,200%,2200%,5600%,700%,200%,39,58.5,2900%,6500%,2900%,65.25,131,700.00%,350%,8.75,0.56,177,4180,Link,https://www.facebook.com/278014150178/posts/10163781599865179,UN 2020 ditiadakan,Ketua Komisi X: Ujian Nasional 2020 Ditiadakan,2020-03-24 08:00:50 EST
Okezone.com,Portal Berita,452,205,131,5,21,55,7,2,2,92,500%,200%,2100%,5500%,700%,200%,38,57,2800%,6400%,2850%,64.125,128.25,700.00%,350%,8.75,0.56,294,5000,Link,https://www.facebook.com/221887531226639/posts/3809180249163998,UN 2021 ditiadakan,"Gimana nih adik-adik happy atau sedih?.Pelaksanaan Ujian Nasional 2021 ditiadakan. Hal ini disampaikan Mendikbud Nadiem Anwar Makarim dalam surat edarannya.Surat edaran peniadaan UN 2021 derikut dengan petunjuk ujian, kelulusan hingga ketentuan penerimaan peserta didik baru (PPDB)Surat Edaran Mendikbud No 1/2021 tentang Peniadaan Ujian Nasional dan Ujian Kesetaraan serta Pelaksanaan Ujian Sekolah dalam Masa Darurat Penyebaran Covid-19 tertanggal 1 Februari 2021..Surat tersebut menulis, berkenaan dengan penyebaran Covid-19 yang semakin meningkat maka perlu dilakukan langkah responsif yang mengutamakan keselamatan dan kesehatan lahir dan batin peserta didik, pendidik dan tenaga kependidikan.Sehubungan dengan hal tersebut, bersama ini disampaikan bahwa :1. UN dan ujian kesetaraan tahun 2021 ditiadakan.2. Dengan ditiadakannya UN dan ujian kesetaraan tahun 2021, maka UN dan ujian kesetaraan tidak menjadi syarat kelulusan atau seleksi masuk ke jenjang pendidikan yang lebih tinggi.3. Peserta didik dinyatakan lulus dari satuan/program pendidikan setelah :a). Menyelesaikan program pembelajaran di masa pandemi Covid-19 yang dibuktikan dengan rapor tiap semester.b). Memperoleh nilai sikap/perilaku minimal baikc). mengikuti ujian yang diselenggarakan oleh satuan pendidikan.Klik Link di Bio untuk baca berita okezone.com selengkapnya#LengkapCepatBeritanya#BacaOkezonediRumahAja#Okezonecom",2021-02-04 08:00:50 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,447,108,1121,32,12,0,36,0,7,87,3200%,700%,1200%,0%,3600%,0%,6,9,4800%,3600%,0%,0,9,3900.00%,1950%,48.75,0.94,348,-1960,Native Video,https://www.facebook.com/119573194818796/posts/2984949128281174,"Pembelajaran tatap muka untuk, zona hijau","Prosedur Persiapan Sekolah#SahabatDikbud, terdapat beberapa tugas Kepala Sekolah dalam mempersiapkan sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis ya, #SahabatDikbud. Apa saja ya tugas-tugasnya? Simak videonya untuk informasi selengkapnya! #SahabatDikbud, mari jaga bersama seluruh warga sekolah selalu sehat dan selamat! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-05-31 03:00:28 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,447,8,176,18,0,0,0,0,1,19,1800%,100%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,1900.00%,950%,23.75,2.00,204,2630,Native Video,https://www.facebook.com/119573194818796/posts/2984949128281174,"Pembelajaran tatap muka untuk, zona hijau","Prosedur Persiapan Sekolah#SahabatDikbud, terdapat beberapa tugas Kepala Sekolah dalam mempersiapkan sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis ya, #SahabatDikbud. Apa saja ya tugas-tugasnya? Simak videonya untuk informasi selengkapnya! #SahabatDikbud, mari jaga bersama seluruh warga sekolah selalu sehat dan selamat! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-08-09 04:25:43 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,440,11,66,6,1,0,0,0,0,7,600%,0%,100%,0%,0%,0%,0.5,0.75,100%,0%,0%,0,0.75,600.00%,300%,7.5,2.00,269,-6510,Photo,https://www.facebook.com/119573194818796/posts/2716928428416580,UN 2020 ditiadakan,"#SahabatDikbud, yuk simak pengumuman sementara mengenai pelaksanaan Ujian Nasional (UN) tahun pelajaran 2019/2020. Pengumuman secara detail akan diumumkan selanjutnya. Simak informasi resmi mengenai UN 2020 pada kanal resmi Kemendikbud, ya! #MerdekaBelajar #UN2020",2020-03-24 15:48:01 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,439,35,163,7,0,0,0,0,0,7,700%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,700.00%,350%,8.75,2.00,292,3560,Photo,https://www.facebook.com/119573194818796/posts/3203638649745553,Kouta internet gratis,"#SahabatDikbud, saksikan peresmian kebijakan ""Bantuan Kuota Data Internet Tahun 2020"" dengan narasumber Mendikbud Nadiem Makarim @nadiemmakarim , Menteri Badan Usaha Milik Negara Erick Thohir @kementerianbumn @erickthohir , dan Menteri Komunikasi dan Informatika Johnny G. Plate @kemenkominfo @johnnyplate .Acara akan ditayangkan hari ini, Jumat, 25 September 2020, pukul 10.00 WIB hanya di kanal YouTube KEMENDIKBUD RI . Jangan terlewatkan ya, #SahabatDikbud! #MerdekaBelajar #BantuanKuotaInternet #BersamaHadapiKorona #BangkitUntukIndonesiaMaju",2020-09-25 10:50:56 EDT
Kompas.com,Portal Berita,439,17,15,11,0,2,0,0,1,14,1100%,100%,0%,200%,0%,0%,1,1.5,0%,200%,100%,2.25,4,1200.00%,600%,15,1.63,279,2070,Native Video,https://www.facebook.com/177732508945656/posts/3145084525543758,UN 2020 ditiadakan,"Menteri Pendidikan dan Kebudayaan (Mendikbud) resmi membatalkan Ujian Nasional (UN) untuk tingkat SD, SMP, dan SMA.Baca selengkapnya di https://www.kompas.tv/.../sah-ujian-nasional-2020-resmi...",2020-03-24 03:45:00 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,436,52,293,15,0,2,0,0,1,18,1500%,100%,0%,200%,0%,0%,1,1.5,0%,200%,100%,2.25,4,1600.00%,800%,20,1.70,306,-1590,Link,https://www.facebook.com/119573194818796/posts/3197425773700174,Kouta internet gratis,"#SahabatDikbud, untuk memudahkan tersedianya informasi bagi guru, siswa, mahasiswa, dan dosen, tentang bantuan kuota data internet 2020, Kementerian Pendidikan dan Kebudayaan telah menyiapkan daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar, yang dapat diakses melalui laman https://kuota-belajar.kemdikbud.go.id/.Kepala Biro Kerja Sama dan Hubungan Masyarakat, Kemendikbud, Evy Mulyani menyatakan bahwa daftar laman dan aplikasi pembelajaran yang dapat diakses menggunakan kuota belajar tersebut juga dimaksudkan untuk mengantisipasi kekhawatiran kuota data internet disalahgunakan. Evy menambahkan bahwa daftar tersebut juga memuat aplikasi dan video conference yang utama dan secara umum banyak sekali digunakan dalam Pembelajan Jarak Jauh (PJJ) sehingga diyakini memadai untuk pemenuhan kebutuhan PJJ.Baca selengkapnya di https://www.kemdikbud.go.id/.../kemendikbud-siapkan...#merdekabelajar #belajardarirumah #bersamahadapikorona",2020-10-10 05:55:21 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,425,141,75,17,3,2,2,7,1,32,1700%,100%,300%,200%,200%,700%,2.5,3.75,500%,1100%,450%,10.125,15,1800.00%,900%,22.5,1.09,149,4690,Native Video,https://www.facebook.com/119573194818796/posts/2979059915536762,"Pembelajaran tatap muka untuk, zona hijau","Ayah dan Bunda, berikut panduan ""Seru Belajar Kebiasaan Baru"" yang harus diikuti anak ketika kembali belajar di sekolah. Jangan lupa, hanya sekolah di zona hijau yang boleh melakukan pembelajaran tatap muka di sekolah. Itu pun harus memenuhi persyaratan berlapis. Apa saja ya panduannya? Yuk, simak informasinya pada video berikut! #SeruBelajarKebiasaanBaru #SelamatKembaliKeSekolah #MerdekaBelajar",2020-07-17 23:30:06 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,382,21,29,9,0,0,0,0,0,9,900%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,900.00%,450%,11.25,2.00,350,-374,Photo,https://www.facebook.com/877214299031879/posts/3018702211549733,Belajar di rumah,"#SahabatDikbud, mempertimbangkan kebutuhan pembelajaran, berbagai masukan dari para ahli dan organisasi serta mempertimbangkan evaluasi implementasi SKB Empat Menteri, Pemerintah melakukan penyesuaian keputusan bersama Empat Menteri terkait pelaksanaan pembelajaran di zona selain merah dan oranye, yakni di zona kuning dan hijau, untuk dapat melaksanakan pembelajaran tatap muka dengan penerapan protokol kesehatan yang sangat ketat.â€œPrioritas utama pemerintah adalah untuk mengutamakan kesehatan dan keselamatan peserta didik, pendidik, tenaga kependidikan, keluarga, dan masyarakat secara umum, serta mempertimbangkan tumbuh kembang peserta didik dan kondisi psikososial dalam upaya pemenuhan layanan pendidikan selama pandemi COVID-19,â€ jelas Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Anwar Makarim dalam taklimat media Penyesuaian Kebijakan Pembelajaran di Masa Pandemi COVID-19, di Jakarta, Jumat (07/08).Baca selengkapnya di https://www.kemdikbud.go.id/.../penyesuaian-keputusan...#MerdekaBelajar #BelajardariRumah #BersamaHadapiKorona",2020-05-31 08:50:39 EDT
CNN news,Portal Berita,364,26,63,7,1,0,3,0,0,11,700%,0%,100%,0%,300%,0%,0.5,0.75,400%,300%,0%,0,0.75,700.00%,350%,8.75,1.21,225,4390,Photo,https://www.facebook.com/695605000462574/posts/3559454074077638,Kouta internet gratis,"#CNNIndonesia Kuota internet jadi salah satu hal yang dikeluhkan di tengah metode PJJ. Mendikbud Nadiem Makarim pun menyatakan sudah menyiapkan anggaran sebesar Rp7,2 triliun untuk subsidi kuota internet bagi pelajar dan pengajar. Berikut rinciannya: https://bit.ly/3lxXccD",2020-08-28 07:11:08 EDT
Liputan6,Portal Berita,360,22,2,2,3,0,6,0,0,11,200%,0%,300%,0%,600%,0%,1.5,2.25,900%,600%,0%,0,2.25,200.00%,100%,2.5,0.65,244,616,Link,https://www.facebook.com/374777242078/posts/10159046901657079,UN 2020 ditiadakan,Ujian Nasional (UN) 2020 resmi dihapus mengantisipasi penyebaran virus corona COVID-19. Penghapusan UN dilakukan setahun lebih cepat.,2020-03-25 01:15:50 EDT
Liputan6,Portal Berita,358,22,2,2,3,0,6,0,0,11,200%,0%,300%,0%,600%,0%,1.5,2.25,900%,600%,0%,0,2.25,200.00%,100%,2.5,0.65,260,7170,Link,https://www.facebook.com/36786411434/posts/10158611452591435,UN 2020 ditiadakan,"Presiden Joko Widodo atau Jokowi memutuskan untuk meniadakan pelaksanaan Ujian Nasional (UN) 2020. Keputusan itu diambil Jokowi untuk mencegah penyebaran virus Corona (Covid-19).Setelah Ujian Nasional 2020 ditiadakan, bagaimana syarat atau penentuan kelulusan? Simak dalam Infografis berikut ini.Baca berita selengkapnya di www.liputan6.comGrafis : ( Liputan6.com/ Trieyasni)#InfoGrafis #UN #PenghapusanUN #UjianNasional #Pelajar #Indonesia #COVID19 #VirusCorona #CoronaVirus #liputan6dotcom #Lip6EMS",2020-03-27 01:15:50 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,357,89,15,10,0,0,1,1,2,14,1000%,200%,0%,0%,100%,100%,0,0,100%,200%,50%,1.125,1.25,1200.00%,600%,15,1.63,269,-1930,Native Video,https://www.facebook.com/119573194818796/posts/3207778242664927,Kouta internet gratis,"Diskusi Mendikbud-Bantuan Kuota Data Internet #SahabatDikbud, kebijakan bantuan kuota tahun 2020 resmi diluncurkan pada Jumat, 25 September 2020.Dalam peresmian kebijakan tersebut, Mendikbud Nadiem Makarim berkesempatan untuk diskusi dengan perwakilan guru, mahasiswa, dan orang tua penerima bantuan kuota data internet.Yuk, simak diskusinya pada video berikut! #MerdekaBelajar #BantuanKuotalnternet#BersamaHadapiKorona #BangkitUntuklndonesiaMaju#UnggahUlang @nadiemmakarim",2020-10-02 23:30:16 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,329,126,36,13,0,0,0,0,0,13,1300%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,1300.00%,650%,16.25,2.00,297,3580,Photo,https://www.facebook.com/119573194818796/posts/3479060008870081,Kouta internet gratis,"#SahabatDikbud, dapat informasi resmi selengkapnya mengenai Bantuan Kuota Data Internet Kemendikbud hanya di laman http://kuota-belajar.kemdikbud.go.id.#MerdekaBelajar",2021-01-06 23:30:37 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,319,108,51,4,1,1,1,0,1,8,400%,100%,100%,100%,100%,0%,1,1.5,200%,200%,50%,1.125,2.75,500.00%,250%,6.25,1.17,298,4800,Photo,https://www.facebook.com/119573194818796/posts/3625043094271771,Kouta internet gratis,"#SahabatDikbud, kebijakan bantuan kuota data internet tahun 2020 mendapatkan tanggapan sangat positif dari masyarakat. Tahun ini Kemendikbud kembali melanjutkan kebijakan tersebut. Kuota data internet diberikan selama tiga bulan, sejak Maret 2021.Peserta didik PAUD mendapat 7 GB/bulan, peserta didik jenjang pendidikan dasar dan menengah mendapatkan 10GB/bulan, dan pendidik PAUD dan jenjang pendidikan dasar dan menengah mendapatkan 12 GB/bulan, mahasiswa dan dosen mendapat 15 GB/bulan. Bantuan akan disalurkan pada tanggal 11-15 setiap bulan dan berlaku selama 30 hari sejak diterima.Bantuan kuota data internet tahun 2021 merupakan kuota umum yang dapat digunakan untuk mengakses semua laman dan aplikasi kecuali yang diblokir oleh Kementerian Komunikasi dan Informatika RI serta daftar pengecualian yang tercantum pada situs resmi bantuan kuota data internet Kemendikbud: http://kuota-belajar.kemdikbud.go.id.#SahabatDikbud juga dapat membaca selengkapnya pada gambar atau pada laman https://www.kemdikbud.go.id/.../mendapat-respons-positif....#MerdekaBelajar #BersamaHadapiKorona",2021-03-1 23:30:57 EDT
tv One,Portal Berita,316,10,228,7,2,0,0,0,0,9,700%,0%,200%,0%,0%,0%,1,1.5,200%,0%,0%,0,1.5,700.00%,350%,8.75,1.46,243,5120,Photo,https://www.facebook.com/284251334961090/posts/3621547804564743,"Pembelajaran tatap muka untuk, zona hijau","Kementerian Pendidikan dan Kebudayaan (Kemendikbud) telah melakukan penyesuaian terkait pelaksanaan pembelajaran di zona kuning dan hijau di tengah pandemi COVID-19. Mendikbud Nadiem Makarim menegaskan larangannya sekolah tatap muka di zona merah dan oranye. Nadiem menjelaskan, prosedur pengambilan keputusan pembelajaran tatap muka di zona kuning dan hijau tetap dilakukan secara bertingkat. Salah satunya pada Surat Keputusan Bersama (SKB) sebelumnya..Pemda, kantor, dan juga kanwil Kemenag serta sekolah memiliki kewenangan penuh untuk menentukan apakah daerah atau sekolahnya dapat mulai melakukan pembelajaran tatap muka. â€œBukan berarti ketika sudah berada di zona hijau atau kuning, daerah atau sekolah wajib mulai tatap muka kembali ya,â€ ujar Nadiem. Nadiem juga menekankan, meskipun daerah status zona hijau atau kuning, serta Pemda memberikan izin pembelajaran tatap muka, keputusan terakhir ada di orangtua.Baca berita selengkapnya di Viva.co.idSumber: @vivacoid #NewsOne #NadiemMakarim #Kemendikbud #Sekolah #Pendidikan",2020-09-03 06:27:51 EDT
Kompas.com,Portal Berita,316,10,228,7,2,0,0,0,0,9,700%,0%,200%,0%,0%,0%,1,1.5,200%,0%,0%,0,1.5,700.00%,350%,8.75,1.46,275,-357,Link,https://www.facebook.com/17353926534/posts/10158665921161535,UN 2020 ditiadakan,Peniadaan UN menjadi penerapan kebijakan social distancing untuk memotong rantai penyebaran virus Corona SARS 2 atau Covid-19. / #Nasional,2020-03-24 06:27:51 EDT
Tempo Media,Portal Berita,283,13,201,1,4,0,1,0,0,6,100%,0%,400%,0%,100%,0%,2,3,500%,100%,0%,0,3,100.00%,50%,1.25,0.64,270,3920,Link,https://www.facebook.com/160355148441/posts/10158469186308442,UN 2020 ditiadakan,Huda mengatakan saat ini Kemendikbud juga mengkaji opsi pelaksanaan Ujian Sekolah Berstandar Nasional sebagai pengganti Ujian Nasional.,2020-03-24 21:29:04 EDT
Liputan6,Portal Berita,283,13,201,1,4,0,1,0,0,6,100%,0%,400%,0%,100%,0%,2,3,500%,100%,0%,0,3,100.00%,50%,1.25,0.64,240,91,Link,https://www.facebook.com/36786411434/posts/10158558749441435,UN 2020 ditiadakan,Anies Baswedan mengatakan sudah berkoordinasi dengan pihak Kementerian Pendidikan dan Kebudayaan,2020-03-14 21:29:04 EDT
Ruangguru,Portal Berita,279,26,62,7,1,0,3,0,0,11,700%,0%,100%,0%,300%,0%,0.5,0.75,400%,300%,0%,0,0.75,700.00%,350%,8.75,1.21,258,-3540,Link,https://www.facebook.com/192206364209400/posts/2758291530934191,UN 2020 ditiadakan,"Ujian Nasional Tahun 2020 dan Uji Kompetensi Keahlian SMK Tahun 2020 Dibatalkanâ£â£Menteri Pendidikan dan Kebudayaan mengeluarkan surat edaran berkenaan dengan penyebaran COVID-19 yang semakin meningkat, maka kesehatan lahir dan batin siswa, guru, kepala sekolah dan seluruh warga sekolah menjadi pertimbangan utama dalam pelaksanaan kebijakan pendidikan.â£â£Berikut rangkuman penting yang disampaikan dalam dalam surat edaran tersebut:â£1. UN Tahun 2020 dibatalkan, termasuk Uji Kompetensi Keahlian 2020 bagi Sekolah Menengah Kejuruan;â£2. Dengan dibatalkannya UN Tahun 2020 maka keikutsertaan UN tidak menjadi syarat kelulusan atau seleksi masuk jenjang pendidikan yang lebih tinggi;â£3. Dengan dibatalkannya UN Tahun 2020 maka proses penyetaraan bagi lulusan program Paket A, B, dan C akan ditentukan kemudian.â£â£#UjianNasional #UKK #UN2020",2020-03-24 07:11:08 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,260,29,85,5,1,0,0,0,1,7,500%,100%,100%,0%,0%,0%,0.5,0.75,100%,0%,0%,0,0.75,600.00%,300%,7.5,1.63,309,-875,Native Video,https://www.facebook.com/119573194818796/posts/3207778242664927,Kouta internet gratis,"#SahabatItjen.Kemendikbud akan memberikan kuota internet gratis kepada siswa sebesar 35GB per bulan dan guru 42GB per bulan. Adapun mahasiswa dan dosen masing-masing 50GB per bulan. Kuota internet ini akan diberikan selama 4 bulan mulai September hingga Desember 2020..Subsidi kuota internet ini sebagai penunjsng kegiatan pembelajaran jarak jauh (PJJ)..Jadwal pendataan yang sebelumnya batas maksimal 31 Agustus 2020, kini diperpanjang hingga 11 September 2020..Bagi para kepala satuan pendidikan, silahkan melakukan pendataan guru dan siswanya melalui aplikasi Dapodik.",2020-09-26 23:19:29 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,253,23,108,9,0,0,0,0,2,11,900%,200%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,1100.00%,550%,13.75,2.00,360,482,Photo,https://www.facebook.com/877214299031879/posts/3287925444627407,Kouta internet gratis,"#SahabatItjen.Kemendikbud akan memberikan kuota internet gratis kepada siswa sebesar 35GB per bulan dan guru 42GB per bulan. Adapun mahasiswa dan dosen masing-masing 50GB per bulan. Kuota internet ini akan diberikan selama 4 bulan mulai September hingga Desember 2020..Subsidi kuota internet ini sebagai penunjsng kegiatan pembelajaran jarak jauh (PJJ)..Jadwal pendataan yang sebelumnya batas maksimal 31 Agustus 2020, kini diperpanjang hingga 11 September 2020..Bagi para kepala satuan pendidikan, silahkan melakukan pendataan guru dan siswanya melalui aplikasi Dapodik.",2020-09-1 02:00:01 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,253,10,15,9,0,0,1,0,0,10,900%,0%,0%,0%,100%,0%,0,0,100%,100%,0%,0,0,900.00%,450%,11.25,1.73,208,124,Native Video,https://www.facebook.com/119573194818796/posts/3567187820057299,Merdeka belajar,"Tahukah, #SahabatDikbud? Kemendikbud membuka kesempatan bagi mahasiswa untuk mengikuti 8 program kegiatan pembelajaran #KampusMerdeka. Apa saja programnya? Mari, simak video berikut!Informasi lebih lanjut tentang Kampus Merdeka, kunjungi http://kampusmerdeka.kemdikbud.go.id.Direktorat Jenderal Pendidikan Tinggi",2020-10-20 02:33:10 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,252,16,20,12,1,0,0,0,0,13,1200%,0%,100%,0%,0%,0%,0.5,0.75,100%,0%,0%,0,0.75,1200.00%,600%,15,1.78,260,-2850,Native Video,https://www.facebook.com/Kemdikbud.RI/videos/1800988406715034/,Merdeka belajar,"Tahukah, #SahabatDikbud? Kemendikbud membuka kesempatan bagi mahasiswa untuk mengikuti 8 program kegiatan pembelajaran #KampusMerdeka. Apa saja programnya? Mari, simak video berikut!

Informasi lebih lanjut tentang Kampus Merdeka, kunjungi http://kampusmerdeka.kemdikbud.go.id.

Direktorat Jenderal Pendidikan Tinggi",2020-10-17 05:30:00 EDT
Liputan6,Portal Berita,239,13,6,1,0,0,0,0,0,1,100%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,100.00%,50%,1.25,1.26,241,3850,Link,https://www.facebook.com/36786411434/posts/10158615207886435,UN 2020 ditiadakan,"Setelah Ujian Nasional 2020 ditiadakan, bagaimana syarat atau penentuan kelulusan?",2020-03-28 07:00:26 EDT
Kompas.com,Portal Berita,239,13,6,1,0,0,0,0,0,1,100%,0%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,100.00%,50%,1.25,2.00,211,1800,Link,https://www.facebook.com/17353926534/posts/10158665847681535,UN 2020 ditiadakan,Ujian nasional (UN) tahun 2020 resmi dibatalkan mengingat wabah corona di Indonesia - #BreakingNews #Edukasi,2020-03-24 07:00:26 EDT
Liputan6,Portal Berita,237,84,17,4,2,9,3,0,0,18,400%,0%,200%,900%,300%,0%,5.5,8.25,500%,1200%,450%,10.125,19.5,400.00%,200%,5,0.69,255,-4160,Link,https://www.facebook.com/36786411434/posts/10159565668851435,UN 2021 ditiadakan,Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim meniadakan Ujian Nasional (UN) dan ujian kesetaraan pada 2021.,2021-02-05 05:20:21 EST
Detik.com,Portal Berita,236,81,59,1,0,2,1,0,0,4,100%,0%,0%,200%,100%,0%,1,1.5,100%,300%,100%,2.25,4,100.00%,50%,1.25,0.71,258,1210,Link,https://www.facebook.com/374777242078/posts/10160210497472079,UN 2021 ditiadakan,#Terpopuler Pemerintah memutuskan UN 2021 ditiadakan. Bagaimana penentuan lulus setelah UN 2021 ditiadakan? #UN #UN2021,2021-02-05 21:03:04 EST
Liputan6,Portal Berita,226,84,19,4,2,9,3,0,0,18,400%,0%,200%,900%,300%,0%,5.5,8.25,500%,1200%,450%,10.125,19.5,400.00%,200%,5,0.69,242,-134,Link,https://www.facebook.com/36786411434/posts/10159562879116435,UN 2021 ditiadakan,"Pandemi Covid-19, Mendikbud Kembali Tiadakan Ujian Nasional 2021",2021-02-04 05:20:21 EST
Kementerian Pendidikan dan Kebudayaan RI,Official Page,223,95,15,5,0,3,0,0,1,9,500%,100%,0%,300%,0%,0%,1.5,2.25,0%,300%,150%,3.375,6,600.00%,300%,7.5,1.26,305,-1550,Photo,https://www.facebook.com/119573194818796/posts/3114942001948552,Kouta internet gratis,"#SahabatDikbud, Mendikbud Nadiem Makarim @nadiemmakarim hadir dalam rapat kerja DPR RI Komisi X di Jakarta pada Kamis (27/08/2020).Raker tersebut memiliki tiga agenda, yaitu penyesuaian kebijakan pendidikan, inisiatif, dan solusi di masa pandemi Covid-19; subsidi kuota internet dan peningkatan jumlah penerima tunjangan profesi; dan laporan keuangan Kemendikbud tahun 2019.Baca selengkapnya di https://www.kemdikbud.go.id/.../komisi-x-dpr-ri-apresiasi...Sumber foto : @tasori123#MerdekaBelajar #RakerDPRRI #RakerKemendikbud",2020-08-27 09:52:14 EDT
Kementerian Pendidikan dan Kebudayaan RI,Official Page,217,8,23,5,0,0,0,0,1,6,500%,100%,0%,0%,0%,0%,0,0,0%,0%,0%,0,0,600.00%,300%,7.5,2.00,241,-889,Native Video,https://www.facebook.com/119573194818796/posts/2755697867872969,Belajar di rumah,"#SahabatDikbud, Kemendikbud menyerahkan bantuan Alat Pelindung Diri (APD) kepada Rumah Sakit Pendidikan serta Relawan Mahasiswa Kesehatan yang bertugas dalam penanganan Corona Virus Disease (COVID-19) pada Senin (6/4/2020). Total bantuan yang diserahkan berupa 2000 baju APD, 466 sepatu bot, 2000 sarung tangan steril, dan 2000 pelindung muka/face shield.Kemendikbud sangat menghargai semangat antusiasme, solidaritas, dan gotong royong yang ditunjukkan oleh 15.000 relawan mahasiswa yang sudah bergabung. Gerakan ini sejalan dengan semangat kebijakan kampus merdeka, kesempatan menjadi relawan kemanusiaan merupakan hal yang sangat bermanfaat.Yuk, #SahabatDikbud bantu para pejuang dan relawan untuk menjaga kesehatan dan tetap #DiRumahSaja! #MerdekaBelajar #DiRumahSaja #DiRumahAja #CegahCovid19#UnggahUlang @ditjen.dikti",2020-12-27 21:16:00 EST
